Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2015-11-11,335.02,341.41,294.0,309.91,51510.3080617,16138605.4874,313.30826964
2015-11-10,378.02,381.44,323.63,336.8,48890.5970949,17451748.997,356.955120903
2015-11-09,372.86,386.79,360.54,377.9,25934.9728034,9765480.26476,376.537131494
2015-11-08,383.62,390.47,366.18,372.65,27445.0190869,10459783.9963,381.117752668
2015-11-07,374.41,392.82,371.07,383.53,26348.5951725,10103834.2098,383.467662835
2015-11-06,387.77,396.67,353.26,374.47,46952.5378518,17530874.2175,373.374369513
2015-11-05,407.99,448.79,364.37,385.5,60174.7134885,24185444.128,401.920386919
2015-11-04,404.55,502.0,368.11,408.0,105959.259141,47199586.9182,445.450329692
2015-11-03,361.73,420.77,360.4,404.06,77212.7817207,30053087.8339,389.224260079
2015-11-02,325.78,369.02,320.0,361.26,45146.5023898,15705858.6864,347.886499619
2015-11-01,310.9,329.85,303.01,325.78,14281.5459022,4520744.07092,316.54444847
2015-10-31,328.28,334.67,302.99,310.18,28765.1783626,9150844.31904,318.122286735
2015-10-30,314.95,334.05,313.5,328.65,39364.0282073,12770329.0568,324.416215473
2015-10-29,305.67,319.6,301.7,314.82,32258.3074261,10020832.7633,310.643476451
2015-10-28,295.8,308.48,294.4,305.67,31263.1710068,9436170.14113,301.830231459
2015-10-27,286.9,300.0,286.15,295.54,34002.1486518,9964151.02731,293.044746358
2015-10-26,283.96,286.99,279.25,286.9,21266.4729954,6035103.09922,283.784861764
2015-10-25,283.03,296.0,282.2,283.96,30003.5865565,8680118.08745,289.302682901
2015-10-24,278.6,284.0,278.22,282.84,20586.3350175,5767325.86857,280.153114367
2015-10-23,275.21,280.19,273.46,278.6,21572.2684705,5984624.44767,277.422119786
2015-10-22,267.9,280.04,267.39,275.21,30166.4254425,8260174.53435,273.820129935
2015-10-21,270.3,272.69,264.0,267.89,20396.7780131,5479672.38106,268.653822557
2015-10-20,264.28,272.95,262.67,270.64,28967.4412527,7721192.76258,266.547283042
2015-10-19,260.99,266.01,259.82,263.66,16704.6988134,4381700.26017,262.303457795
2015-10-18,270.04,271.17,260.0,261.05,10003.1266719,2644951.59149,264.41248604
2015-10-17,263.09,273.0,260.8,270.07,25328.1489773,6801861.47795,268.549489505
2015-10-16,254.49,267.0,253.69,263.09,34816.7410938,9087466.92268,261.00854466
2015-10-15,252.47,256.5,250.3,254.49,22037.6280105,5614843.8201,254.784399547
2015-10-14,249.97,255.93,248.06,252.47,26942.8709963,6753537.32685,250.661383777
2015-10-13,245.81,250.89,242.82,249.73,25901.6028477,6380494.83811,246.335907304
2015-10-12,248.05,248.47,245.01,245.81,10671.7037641,2633713.47869,246.794095574
2015-10-11,245.71,248.5,244.53,248.05,19140.3554108,4731236.28509,247.186438472
2015-10-10,244.49,246.43,243.0,245.71,17313.1423534,4239440.72847,244.86835734
2015-10-09,243.29,244.95,242.16,244.48,14099.9155384,3433311.67226,243.498740323
2015-10-08,243.47,244.76,242.06,242.9,13983.7520565,3407661.33155,243.687196238
2015-10-07,246.79,247.65,242.3,243.2,23768.196912,5823652.60782,245.018695755
2015-10-06,240.85,248.19,239.52,246.57,26684.2475255,6485292.2406,243.038228243
2015-10-05,238.6,240.85,236.1,240.84,20316.5036491,4840156.01472,238.237646512
2015-10-04,239.06,239.98,237.62,238.6,15015.0667189,3587379.77992,238.918670631
2015-10-03,237.77,239.86,236.3,238.95,17825.617638,4247863.43531,238.301051979
2015-10-02,238.0,239.06,235.0,237.77,16908.0346728,4015993.33858,237.519819204
2015-10-01,235.87,239.44,235.01,237.15,20341.008192,4823180.19657,237.116083482
2015-09-30,236.78,238.27,234.67,236.2,20934.8464935,4947383.29599,236.322883835
2015-09-29,239.14,240.56,235.09,236.94,19877.4548794,4723484.6947,237.630256155
2015-09-28,232.4,239.68,231.69,239.14,17566.8264353,4169714.96144,237.363019257
2015-09-27,233.81,234.61,231.16,232.41,17506.4494094,4071220.17625,232.555447484
2015-09-26,235.14,235.67,233.0,233.81,15109.4241085,3540710.50952,234.337886347
2015-09-25,233.88,237.25,232.56,235.22,22555.4454003,5304812.20784,235.189867178
2015-09-24,229.42,235.52,228.89,233.86,24202.7363577,5608546.02422,231.731897639
2015-09-23,230.08,231.5,228.0,229.42,13586.0873652,3126033.69447,230.090798803
2015-09-22,226.15,231.96,223.12,230.42,19332.8796169,4412739.06837,228.250480829
2015-09-21,230.1,230.15,225.0,226.15,14081.3071016,3196957.2348,227.03554519
2015-09-20,230.0,231.7,229.0,230.16,13401.1449528,3087488.55339,230.389908046
2015-09-19,233.24,233.76,229.89,230.0,11230.7579244,2601612.79874,231.650687892
2015-09-18,232.2,234.4,230.83,233.12,19458.9049459,4535082.4343,233.059488543
2015-09-17,228.34,235.0,227.0,232.17,14645.7362944,3380034.36236,230.78623665
2015-09-16,229.99,230.5,223.0,228.34,18169.4622908,4135855.70572,227.626753039
2015-09-15,229.84,231.21,226.5,230.03,17298.6121681,3976679.56578,229.884312519
2015-09-14,229.66,232.92,223.99,229.71,16674.8566151,3827895.67575,229.560935012
2015-09-13,234.79,236.09,228.0,229.66,19655.12044,4546007.725,231.288723917
2015-09-12,239.92,240.0,233.02,234.79,17449.1185995,4143757.6588,237.476617238
2015-09-11,238.57,240.94,237.5,240.0,13805.1768468,3309006.8742,239.693189802
2015-09-10,238.35,241.65,234.78,238.66,20694.9191514,4949167.98417,239.148940276
2015-09-09,244.04,244.22,237.01,238.35,23251.8655443,5579259.41795,239.948893878
2015-09-08,240.07,246.24,239.98,244.21,24023.8790608,5854496.85678,243.694902141
2015-09-07,240.28,242.91,238.44,240.19,23152.031562,5567107.9653,240.458723909
2015-09-06,235.39,244.2,235.02,240.28,25758.8918289,6192929.55235,240.419098519
2015-09-05,230.72,237.22,229.23,235.6,20103.0400909,4692704.30286,233.432569484
2015-09-04,227.24,231.4,226.33,230.52,20870.0161942,4786524.88065,229.349361117
2015-09-03,228.95,229.96,226.5,227.28,19739.6291001,4494648.75787,227.696717861
2015-09-02,227.97,230.77,226.0,229.18,21470.7688289,4909260.74044,228.648577029
2015-09-01,230.25,231.67,226.17,227.96,23925.1868464,5460038.14019,228.212978032
2015-08-31,229.04,232.49,224.39,229.86,15803.5188551,3616802.13504,228.860557461
2015-08-30,230.41,232.75,225.04,229.0,15486.3599446,3532995.29606,228.135940834
2015-08-29,231.76,233.9,226.67,230.54,15490.5591914,3565617.5903,230.180043616
2015-08-28,225.09,235.93,220.29,231.65,22900.1869445,5241943.6133,228.903965981
2015-08-27,225.8,228.89,223.17,225.09,14366.263835,3249912.03091,226.218317319
2015-08-26,222.38,231.09,219.77,225.8,24007.5952041,5434957.38042,226.3849142
2015-08-25,209.76,228.04,198.12,222.38,42308.0056295,9091324.50085,214.884260451
2015-08-24,228.35,228.99,207.73,209.72,37523.0833837,8154700.2007,217.324896179
2015-08-23,231.0,234.03,225.85,228.89,12842.4666912,2948508.07418,229.590478611
2015-08-22,233.5,235.2,223.01,231.0,15856.2455502,3633435.05395,229.148510752
2015-08-21,235.15,236.66,231.77,233.49,10296.3175033,2406953.01487,233.768336504
2015-08-20,226.4,236.66,226.4,235.54,15812.3347442,3691074.43489,233.430071814
2015-08-19,224.0,237.66,222.01,226.92,24295.0725551,5617682.67114,231.22724406
2015-08-18,256.66,256.99,221.11,224.8,16141.8203825,3992017.85001,247.309024348
2015-08-17,256.11,259.12,254.63,256.47,8655.18980482,2224063.09502,256.96294884
2015-08-16,261.46,262.2,254.01,256.11,9633.27576804,2480559.46442,257.499060979
2015-08-15,265.57,266.5,260.45,261.46,5485.63052139,1450606.74456,264.437558983
2015-08-14,264.74,266.99,262.0,265.4,8012.6030534,2121755.47959,264.802270305
2015-08-13,267.53,267.88,262.32,264.48,10710.9741994,2839488.04495,265.100820157
2015-08-12,271.15,271.16,265.71,267.73,9520.31458102,2552596.77518,268.121053507
2015-08-11,264.11,271.5,264.07,271.15,8394.1157499,2235123.97166,266.272712726
2015-08-10,265.05,266.79,261.6,264.33,9697.41976405,2562673.47482,264.263436788
2015-08-09,262.19,268.95,261.01,265.05,8870.57957844,2343259.51226,264.160812892
2015-08-08,279.94,279.97,260.41,262.19,10269.8684571,2777400.00856,270.441634199
2015-08-07,277.48,280.43,274.19,279.63,8664.80904921,2403686.81248,277.407938113
2015-08-06,281.13,281.65,276.6,277.48,7123.8125234,1985840.19158,278.760872083
2015-08-05,284.91,285.86,280.63,281.13,6549.54626379,1850415.93568,282.52582105
2015-08-04,280.43,285.88,280.43,285.0,6206.11834372,1760746.60178,283.711412555
2015-08-03,282.53,285.8,279.52,280.43,6310.6073655,1786928.27498,283.162645287
2015-08-02,280.19,282.9,276.57,282.32,4530.17731374,1265880.68232,279.432921639
2015-08-01,284.69,285.16,276.66,280.19,7104.06661942,1992192.81419,280.429917245
2015-07-31,288.29,289.0,281.8,284.33,7902.76753725,2245587.52777,284.152041318
2015-07-30,289.85,290.08,284.53,288.01,8108.62119163,2333060.21761,287.725886124
2015-07-29,294.01,294.57,287.27,289.85,10236.162522,2975568.87356,290.691835653
2015-07-28,294.03,297.0,292.19,294.01,8799.04307675,2592630.36796,294.649127791
2015-07-27,292.85,297.44,286.43,294.29,14650.7328705,4276819.04262,291.918437147
2015-07-26,288.97,294.0,287.41,293.19,5298.46650719,1545190.05202,291.629672457
2015-07-25,289.0,292.0,286.5,288.78,7545.88543693,2181492.66578,289.096976625
2015-07-24,276.61,290.53,275.9,289.01,15854.0965581,4513273.28038,284.675526217
2015-07-23,277.5,278.55,275.79,276.61,6439.61293326,1784595.61205,277.127776241
2015-07-22,276.49,277.97,275.0,277.68,8318.46305673,2300120.88279,276.507915837
2015-07-21,278.95,281.07,276.28,276.76,9000.55491406,2511729.8846,279.063892014
2015-07-20,275.08,279.35,274.62,278.96,8818.52863456,2446038.23309,277.374869942
2015-07-19,276.74,278.1,275.01,275.47,5289.04082007,1460235.90879,276.08709376
2015-07-18,279.15,283.0,276.73,276.79,9362.07781804,2609994.79447,278.783710753
2015-07-17,277.74,280.73,272.31,279.43,11477.0554246,3175870.23335,276.714724803
2015-07-16,285.67,292.4,274.92,277.89,21103.3415864,5937851.72962,281.370213589
2015-07-15,287.49,293.7,284.29,285.67,9798.37507573,2842900.80684,290.140026776
2015-07-14,292.54,297.13,286.02,287.55,10361.0795834,3016087.55312,291.097807796
2015-07-13,310.55,310.73,281.0,292.68,29775.9790719,8680289.61299,291.519872177
2015-07-12,291.65,317.99,291.65,310.55,22497.4677068,6901059.79474,306.74829206
2015-07-11,284.63,298.05,283.88,291.64,11693.2243539,3420769.32036,292.542862159
2015-07-10,268.98,294.71,268.63,285.23,29151.3133528,8292731.39905,284.471965249
2015-07-09,270.41,271.98,265.92,268.92,13906.6444512,3744064.7316,269.228478856
2015-07-08,265.67,273.24,263.01,270.63,16042.2682899,4305219.36071,268.367246009
2015-07-07,268.53,271.69,264.01,265.51,13755.6299759,3670683.41294,266.849531383
2015-07-06,271.39,278.54,267.13,268.51,20027.861468,5473288.27375,273.283709421
2015-07-05,260.16,274.74,258.75,271.5,21362.6136498,5689203.05742,266.315870833
2015-07-04,256.06,261.28,254.05,260.2,7909.85672863,2037201.25208,257.552231598
2015-07-03,254.49,256.44,252.4,255.92,9153.85256545,2331332.00288,254.683149659
2015-07-02,257.62,260.77,253.19,254.54,9826.99478118,2515778.507,256.006903741
2015-07-01,262.58,265.25,253.81,257.62,13395.1534389,3453025.86093,257.781732525
2015-06-30,256.04,268.0,255.0,262.5,19902.4438442,5222157.27434,262.387740682
2015-06-29,248.63,256.94,248.3,256.04,15393.104327,3906641.80827,253.791680046
2015-06-28,251.28,251.28,247.04,248.62,6104.31220293,1521893.44839,249.31448422
2015-06-27,242.98,252.0,242.36,251.21,7101.10270435,1756891.08889,247.411023617
2015-06-26,242.08,243.44,240.0,242.98,5271.85106551,1274423.22735,241.741128782
2015-06-25,240.19,242.9,239.18,241.98,5002.93130218,1207599.94089,241.378477526
2015-06-24,243.85,243.99,238.2,240.19,6723.31332443,1621933.95661,241.240275196
2015-06-23,245.99,247.25,242.14,243.74,4953.90339619,1210524.76582,244.357765787
2015-06-22,243.6,247.99,242.64,246.0,5149.76385851,1263921.54439,245.43291287
2015-06-21,244.65,245.0,241.06,243.64,1946.29303002,473260.914123,243.160154624
2015-06-20,243.75,245.56,239.93,244.76,4434.68706015,1075370.58665,242.490748967
2015-06-19,248.45,249.93,242.14,243.7,6783.07499263,1670444.75265,246.266590664
2015-06-18,247.76,251.58,240.0,248.4,11145.1298058,2746848.95891,246.461818461
2015-06-17,250.02,257.39,243.2,247.76,16951.1413143,4243214.10085,250.320259986
2015-06-16,236.0,252.05,234.35,250.09,17954.5938124,4361600.09434,242.923907937
2015-06-15,232.08,237.09,231.55,235.92,10505.5846552,2463163.91514,234.462335605
2015-06-14,231.64,234.0,230.94,232.09,3586.28113849,832952.913743,232.260908049
2015-06-13,229.3,232.04,228.06,231.64,4009.80463805,924578.604909,230.57946418
2015-06-12,229.14,230.7,228.29,229.4,5887.14828702,1352496.72014,229.737158671
2015-06-11,227.88,229.57,227.25,229.03,4727.31485975,1081972.65949,228.876791918
2015-06-10,228.7,229.75,226.83,227.8,6284.74068336,1434862.91434,228.309008538
2015-06-09,228.05,230.79,226.67,228.7,9129.70788714,2092426.02819,229.188716009
2015-06-08,222.65,229.4,222.31,228.17,8986.86692341,2030845.80635,225.979289963
2015-06-07,224.95,225.48,221.86,222.7,3324.38263427,744455.841389,223.938073107
2015-06-06,224.4,225.26,223.07,224.99,2772.3311628,622174.419298,224.422835066
2015-06-05,222.99,225.9,219.03,224.4,8396.71286165,1874523.31159,223.244898626
2015-06-04,224.8,225.98,222.0,222.99,4822.40910993,1082749.63902,224.524633713
2015-06-03,225.17,226.99,222.57,224.27,5815.57316073,1308939.39408,225.074873604
2015-06-02,223.5,226.38,221.34,225.18,7744.87861592,1732996.26875,223.760287887
2015-06-01,228.91,231.2,220.65,223.51,12184.9625438,2745533.83399,225.321483273
2015-05-31,232.11,232.51,228.0,228.91,4372.2083097,1009782.3688,230.95477097
2015-05-30,236.03,236.03,231.0,232.11,4245.94446818,989461.15815,233.036763803
2015-05-29,236.46,236.52,234.0,236.03,6165.89141257,1451969.30841,235.48408677
2015-05-28,235.32,236.8,234.87,236.46,5005.98078357,1181332.15851,235.984157667
2015-05-27,235.71,237.35,234.0,235.17,8572.87348853,2020077.91171,235.636034337
2015-05-26,235.72,237.96,234.0,235.71,8590.07576695,2027436.07657,236.020744354
2015-05-25,239.69,240.1,233.1,235.59,5625.08705698,1329127.7939,236.285728637
2015-05-24,237.87,241.64,237.66,239.22,2921.54797112,700689.784458,239.83511186
2015-05-23,238.8,240.67,237.4,237.76,3216.27981892,769659.697753,239.301224112
2015-05-22,235.0,240.9,232.92,238.99,10451.7994845,2474671.24431,236.769873741
2015-05-21,234.4,236.52,233.75,235.0,4609.28122677,1084562.78025,235.299762999
2015-05-20,231.4,234.86,231.0,234.43,7823.35662916,1827504.31741,233.595936378
2015-05-19,233.03,234.24,230.86,231.4,5568.27679815,1295513.42228,232.6596664
2015-05-18,235.69,236.94,231.44,232.87,7443.21982028,1749933.80723,235.104410388
2015-05-17,235.43,237.0,234.15,235.97,2645.16140795,624187.820959,235.973434015
2015-05-16,237.39,237.4,234.0,235.66,3116.78947332,735534.149172,235.990962966
2015-05-15,237.12,239.28,235.12,237.37,4536.92896144,1076186.76958,237.205999637
2015-05-14,235.97,239.7,232.22,237.13,7530.5008083,1782947.51224,236.763471332
2015-05-13,241.03,244.14,235.06,235.97,9332.46630536,2246344.49481,240.702127531
2015-05-12,241.3,242.0,237.54,241.03,8418.71568249,2022709.59332,240.263440364
2015-05-11,239.13,244.51,237.99,241.3,9690.63948632,2333507.17468,240.800122425
2015-05-10,241.83,244.99,238.02,239.13,3520.24220877,847791.565913,240.833305106
2015-05-09,243.22,247.01,238.62,241.96,5499.60615915,1331707.23636,242.145927876
2015-05-08,236.92,246.57,235.29,243.2,9486.75496765,2289574.77159,241.344356358
2015-05-07,228.34,240.0,227.35,236.87,11062.6491201,2580889.82639,233.297630465
2015-05-06,235.18,235.94,227.01,228.49,8623.82721204,2008359.39636,232.884929971
2015-05-05,238.22,238.78,229.66,235.12,8621.54731857,2014039.52955,233.605344276
2015-05-04,239.73,242.2,236.07,238.34,7504.68875392,1790508.83079,238.585355036
2015-05-03,233.83,242.25,232.31,239.0,4407.81416718,1053978.38668,239.115885267
2015-05-02,231.05,234.9,229.87,233.83,4350.05906771,1011094.6847,232.432403551
2015-05-01,236.47,239.23,230.51,231.0,6687.12335919,1569832.92734,234.75459372
2015-04-30,225.5,240.0,224.6,236.2,12490.2023598,2913475.41001,233.260865282
2015-04-29,225.18,226.99,221.81,225.48,8668.36064954,1948799.37637,224.817523769
2015-04-28,227.17,227.56,221.45,225.16,9345.78320741,2100833.72695,224.789477813
2015-04-27,219.52,229.93,217.52,227.23,13816.4914805,3078036.48504,222.779892376
2015-04-26,226.12,227.26,214.98,219.52,11238.3562881,2465554.22027,219.387440393
2015-04-25,231.04,232.29,225.7,226.12,5286.09859352,1206594.83502,228.258102582
2015-04-24,235.61,236.0,228.0,230.24,8543.66710734,1975149.01399,231.182815198
2015-04-23,233.25,236.22,232.01,235.98,8352.85732174,1958492.8358,234.469806003
2015-04-22,235.71,238.64,229.1,233.45,10710.5002402,2519188.9279,235.207401279
2015-04-21,224.3,236.0,223.91,235.74,9923.67825035,2272979.66723,229.04608653
2015-04-20,222.54,226.51,221.43,224.3,5966.8612393,1338160.67834,224.265426105
2015-04-19,223.35,227.35,221.91,222.54,5901.49567575,1326434.66738,224.762456885
2015-04-18,222.6,224.72,220.32,223.4,4620.31557899,1028922.57173,222.695301683
2015-04-17,227.36,228.29,220.0,222.6,7928.39539992,1772380.4767,223.548446729
2015-04-16,222.83,229.67,222.44,227.5,10834.8732868,2456157.8254,226.690036919
2015-04-15,215.78,222.88,214.05,222.88,9949.32442139,2188510.27601,219.965716597
2015-04-14,222.97,224.79,210.0,215.8,18582.1895753,4046514.40481,217.763056846
2015-04-13,236.42,236.9,219.64,223.15,13924.2267056,3188473.50037,228.987473975
2015-04-12,236.09,237.5,233.42,236.5,3173.32765095,749346.731159,236.139098632
2015-04-11,235.99,239.42,233.0,236.15,4108.50400057,970132.100324,236.127821755
2015-04-10,243.75,243.94,231.0,235.99,11549.6306565,2728444.28803,236.236497008
2015-04-09,244.84,246.3,238.47,243.43,7943.71054055,1932557.63942,243.281477787
2015-04-08,253.71,254.96,243.06,244.58,11663.6561551,2878711.71831,246.810406619
2015-04-07,255.54,256.62,251.5,253.72,6010.26758151,1528033.96067,254.237259814
2015-04-06,260.57,262.98,254.0,255.58,5960.67763299,1535495.47311,257.604179869
2015-04-05,253.6,261.0,251.65,260.54,5759.36016001,1479483.35865,256.883285217
2015-04-04,254.19,255.85,250.76,253.7,2769.28165782,700284.507629,252.875869687
2015-04-03,253.22,256.67,251.23,254.19,5048.57737559,1283171.17403,254.164902025
2015-04-02,246.68,256.96,244.52,253.28,9806.82220308,2453663.5292,250.199654729
2015-04-01,243.93,246.83,239.32,246.69,6226.01646439,1513600.94915,243.109050194
2015-03-31,247.95,248.59,238.55,244.24,8114.08955665,1977179.96429,243.672435519
2015-03-30,242.41,248.86,236.52,247.95,7951.74713786,1947589.0799,244.925932142
2015-03-29,252.91,252.96,239.96,242.0,6690.22838851,1632793.76689,244.056506306
2015-03-28,247.93,253.83,247.25,252.87,5685.6395593,1428455.71168,251.239231186
2015-03-27,249.23,250.52,245.12,247.94,6089.84638076,1509888.94521,247.935473377
2015-03-26,246.99,253.75,244.91,249.23,8385.93723302,2101550.47546,250.604126535
2015-03-25,245.29,250.0,236.4,246.94,12881.632767,3137193.3752,243.540041231
2015-03-24,265.98,266.52,241.84,245.0,19052.7297078,4762656.86331,249.97241531
2015-03-23,268.28,270.07,259.5,265.94,8658.47290411,2302945.49323,265.975942725
2015-03-22,260.0,272.0,259.24,267.74,5976.83852547,1583898.50776,265.006073196
2015-03-21,261.92,262.49,256.25,260.0,4623.89487205,1199545.59147,259.423197253
2015-03-20,261.97,265.27,257.0,261.96,5678.38004156,1481038.5107,260.82060374
2015-03-19,256.59,265.95,249.0,261.81,15017.7417187,3882043.19314,258.49713398
2015-03-18,282.8,284.0,249.02,256.45,21654.6820714,5786009.62505,267.194392695
2015-03-17,289.27,292.99,281.9,282.8,6447.41955337,1857832.0724,288.151260674
2015-03-16,286.79,294.26,285.78,289.27,6499.91827306,1890019.15363,290.775833515
2015-03-15,282.36,287.75,281.42,286.75,2430.04567943,693038.730062,285.195762338
2015-03-14,283.25,287.69,280.46,282.01,5375.79972728,1526532.93541,283.963877535
2015-03-13,295.66,295.66,282.99,283.25,9610.54940209,2778237.51789,289.082070301
2015-03-12,296.29,297.95,289.0,295.31,7880.67396576,2320925.64643,294.50852256
2015-03-11,290.0,296.79,285.83,296.54,6737.50300267,1968122.22007,292.114485039
2015-03-10,287.12,296.8,283.96,290.0,13129.060902,3822987.80302,291.185167893
2015-03-09,275.0,289.0,274.17,287.12,11996.3187853,3393640.01957,282.89011657
2015-03-08,276.71,277.57,271.12,275.0,4430.69079482,1216001.24624,274.449584174
2015-03-07,272.61,279.48,270.0,276.71,5716.65477613,1571766.97581,274.945232371
2015-03-06,273.46,276.46,269.0,272.68,6853.27991548,1868631.26252,272.662328924
2015-03-05,270.72,280.5,262.2,273.09,11428.3384566,3088968.38092,270.290243211
2015-03-04,281.03,283.88,264.94,270.78,14313.166893,3941761.01548,275.394051151
2015-03-03,275.95,284.95,265.89,281.0,20977.3208767,5763892.94655,274.767830479
2015-03-02,257.95,277.0,255.61,274.93,18015.2597941,4790016.83455,265.886636623
2015-03-01,253.45,260.25,245.0,258.34,9678.17855999,2449261.44381,253.070495509
2015-02-28,252.29,254.56,245.2,253.47,5626.62832387,1412930.80272,251.115005541
2015-02-27,236.83,256.15,236.16,252.78,22012.0033707,5507409.53415,250.200285789
2015-02-26,237.99,238.55,234.01,236.84,5492.00801445,1298613.31274,236.455101544
2015-02-25,239.53,240.98,236.0,237.97,3810.53504108,907834.231337,238.243244466
2015-02-24,239.63,240.97,236.07,239.55,5144.11355689,1229421.64863,238.995822124
2015-02-23,236.46,241.0,232.05,239.65,6327.72647507,1496364.76943,236.477473437
2015-02-22,245.84,247.42,232.48,236.5,7751.74971592,1843120.11794,237.768269809
2015-02-21,245.0,247.8,244.0,245.41,2982.21200485,732440.425557,245.603070595
2015-02-20,240.61,249.32,239.41,245.48,9342.68925514,2290057.56292,245.117599482
2015-02-19,237.37,245.01,235.59,240.59,8704.33972786,2090012.91753,240.111597534
2015-02-18,244.6,247.0,232.01,237.37,12821.9116191,3064757.58088,239.025012177
2015-02-17,234.69,248.78,232.01,244.7,13121.5411289,3166380.86336,241.311659374
2015-02-16,235.61,241.23,229.2,234.7,12394.8294063,2925051.28849,235.989636696
2015-02-15,256.81,267.92,227.75,235.63,29173.2709924,7227263.01218,247.735778894
2015-02-14,237.0,259.31,236.9,256.99,19824.7530547,4942602.43037,249.314703529
2015-02-13,223.02,242.35,221.37,237.0,21412.4590243,5014286.35364,234.17610971
2015-02-12,219.57,223.09,218.01,223.0,6964.60636718,1540080.48397,221.12958045
2015-02-11,220.42,223.43,217.99,219.55,10676.2930765,2361490.24513,221.190091749
