Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2015-02-10,219.0,221.0,213.0,218.0,9493.78822517,2060636.70112,217.051049829
2015-02-09,221.265,222.501,212.666,219.0,10167.9773632,2220619.09132,218.393394477
2015-02-08,223.395,227.0,218.0,221.582,6060.78987426,1349134.68562,222.600471821
2015-02-07,218.798,225.998,217.703,223.96,9225.73367589,2054227.54347,222.662783865
2015-02-06,214.757,223.0,213.16,218.799,9051.62174325,1973117.01047,217.984916564
2015-02-05,224.053,225.0,211.34,215.73,8987.90832631,1969907.73582,219.173100603
2015-02-04,223.52,228.0,217.802,224.617,9036.32332749,2009870.67372,222.421288048
2015-02-03,233.341,241.672,220.603,223.52,17684.6120647,4095141.16271,231.565224487
2015-02-02,221.997,238.99,218.013,233.341,13237.2933299,2977796.89286,224.955118743
2015-02-01,214.597,227.299,208.0,221.956,11594.2743509,2506822.64312,216.212120505
2015-01-31,218.97,227.28,212.699,213.99,9438.08419091,2093110.78008,221.772844758
2015-01-30,226.785,235.0,215.9,218.97,11890.065735,2685546.24184,225.864709388
2015-01-29,222.41,234.0,213.014,226.284,15533.116206,3475420.23391,223.742627545
2015-01-28,252.58,255.376,212.007,222.292,22221.93855,5179975.37323,233.101867399
2015-01-27,262.62,266.132,241.0,252.593,17572.6220089,4423768.16574,251.742065783
2015-01-26,250.0,304.11,241.393,263.654,45799.6926671,12559037.0573,274.216622993
2015-01-25,243.881,253.987,239.013,250.0,12992.684634,3194199.50241,245.845996604
2015-01-24,228.603,247.23,225.6,244.524,14537.0863894,3446903.4746,237.111026397
2015-01-23,228.826,230.994,221.01,228.603,10614.7982853,2400624.69641,226.15829636
2015-01-22,223.23,234.792,222.153,229.499,15909.5833235,3636325.78719,228.561975084
2015-01-21,208.498,225.111,207.874,223.566,17230.4721912,3715607.33312,215.641643009
2015-01-20,210.86,211.5,203.326,208.528,10449.6012639,2178674.05704,208.493511094
2015-01-19,206.187,215.8,204.0,210.86,10687.5436268,2238825.52525,209.479895795
2015-01-18,197.35,217.704,192.0,206.316,19490.5919562,4038391.48111,207.196964063
2015-01-17,205.46,212.0,193.933,197.36,10970.474846,2192387.8523,199.844389879
2015-01-16,207.383,220.0,196.0,204.98,21647.3779546,4508488.38681,208.269490941
2015-01-15,170.0,227.76,167.945,207.323,48027.5467295,9723900.72106,202.465072302
2015-01-14,220.682,221.761,162.68,170.0,56994.3475163,10837212.3497,190.145388481
2015-01-13,263.933,265.002,211.99,220.682,34822.2367265,8196780.77412,235.389266879
2015-01-12,262.954,269.999,257.2,264.293,10178.5223099,2697984.13578,265.066387207
2015-01-11,272.543,278.466,260.101,263.849,7641.67538888,2045054.71277,267.61863187
2015-01-10,285.993,287.183,267.301,272.543,6429.5545488,1766994.31167,274.82375307
2015-01-09,283.0,292.122,277.106,285.983,8610.37153144,2445277.42354,283.992091934
2015-01-08,293.524,293.998,282.059,282.1,7594.04063668,2176156.4582,286.561076285
2015-01-07,284.397,302.0,281.16,293.55,10702.2139246,3112396.38462,290.817993972
2015-01-06,271.862,286.28,270.0,284.1,7988.78893588,2215268.27415,277.297133763
2015-01-05,265.386,279.589,264.203,271.861,11197.0834226,3036858.86749,271.218740888
2015-01-04,277.027,290.0,260.0,266.0,20223.1727141,5527180.49577,273.309266252
2015-01-03,312.245,313.81,276.11,276.11,13616.1754759,4026350.23261,295.703462382
2015-01-02,312.298,315.4,311.0,312.87,1938.04224386,606122.043977,312.749655431
2015-01-01,313.4,314.339,310.971,312.443,1064.65640235,332887.087616,312.670911368
