Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2015-02-10,220.48,223.88,214.0,220.87,29287.5848441,6406149.45967,218.732595868
2015-02-09,224.13,225.98,215.33,220.48,48175.3483569,10597812.2732,219.984133683
2015-02-08,228.8,232.9,221.1,223.85,26127.2635473,5925941.87797,226.810659572
2015-02-07,222.66,239.78,222.66,228.8,35471.8367737,8103983.21759,228.462463596
2015-02-06,216.43,225.88,215.0,222.65,35652.2792293,7872656.48773,220.817761386
2015-02-05,227.78,228.8,210.12,216.47,37872.2522445,8325553.50525,219.832542609
2015-02-04,227.81,233.0,220.23,227.78,44325.985832,10013343.2109,225.902323952
2015-02-03,238.86,248.42,222.66,227.96,81380.3036724,19240792.0447,236.43057566
2015-02-02,226.86,247.5,222.5,238.99,52340.3435041,12111898.329,231.406550247
2015-02-01,215.91,233.32,211.02,226.92,55663.9559838,12297042.9093,220.915719912
2015-01-31,226.45,234.03,213.1,215.8,48931.5109103,11005928.2634,224.925167006
2015-01-30,233.7,243.89,224.22,226.44,51255.891706,11863795.7496,231.462088645
2015-01-29,234.49,239.33,220.0,233.01,60106.9209117,13873298.2118,230.81032935
2015-01-28,265.55,269.97,226.35,234.5,87045.9806322,21426472.2697,246.151196346
2015-01-27,276.01,280.37,250.0,265.09,81712.867148,21497367.4728,263.084239033
2015-01-26,254.72,315.0,254.65,276.01,205992.024679,58306610.8799,283.052758818
2015-01-25,248.94,259.39,245.0,254.73,54049.081403,13591924.3056,251.473733739
2015-01-24,233.37,249.77,229.03,248.66,40097.0425939,9697340.82686,241.846784688
2015-01-23,234.7,236.98,225.13,233.12,40153.1022179,9254855.46539,230.489176531
2015-01-22,228.05,242.0,225.29,234.7,57343.0143833,13407572.7628,233.813532599
2015-01-21,212.1,230.0,211.0,228.08,57794.8859803,12712720.7008,219.962726549
2015-01-20,216.14,219.25,203.7,212.11,52169.9644995,11046219.2551,211.735226601
2015-01-19,210.98,219.95,207.0,216.2,32438.305494,6924751.26616,213.474506781
2015-01-18,201.08,222.0,194.0,211.03,65571.72956,13704808.3823,209.004832941
2015-01-17,208.52,214.0,192.2,201.09,48910.3651222,9821681.92231,200.809826256
2015-01-16,209.81,223.1,197.72,208.5,80331.4651895,17000066.0051,211.624000197
2015-01-15,181.0,230.74,179.05,209.81,184371.653532,38291583.4494,207.686934058
2015-01-14,228.49,228.49,166.45,182.0,269565.299795,52572620.172,195.02740231
2015-01-13,268.6,269.66,219.0,228.07,150459.101948,36070598.5244,239.73689898
2015-01-12,267.54,274.44,266.24,268.75,21418.4799584,5791812.09452,270.411910918
2015-01-11,276.01,282.86,265.83,267.27,22815.0246221,6225181.16275,272.854457352
2015-01-10,290.58,292.1,275.0,276.03,25031.9546286,7014503.10352,280.221948609
2015-01-09,283.99,297.32,280.4,290.51,28829.1587536,8304659.86555,288.064592399
2015-01-08,297.89,298.47,282.01,283.21,32664.9816563,9467852.32591,289.847164941
2015-01-07,288.36,303.33,284.0,297.99,31046.8941691,9080072.27247,292.463143753
2015-01-06,274.85,291.94,272.1,288.43,36115.5902891,10173246.3362,281.68572782
2015-01-05,264.04,280.44,263.75,274.84,50869.734678,13845226.9699,272.170221794
2015-01-04,278.04,288.74,255.03,264.19,81273.8104161,22037354.9211,271.149522931
2015-01-03,315.8,315.99,277.5,278.22,47380.8125807,14047256.0742,296.475626083
2015-01-02,314.54,316.74,313.28,315.81,3834.54400829,1208326.06025,315.115971452
2015-01-01,322.31,322.9,313.81,314.96,5178.76754651,1642399.40875,317.140978813
