Date,Value
2015-08-08,104420.0
2015-08-07,124658.0
2015-08-06,132494.0
2015-08-05,130246.0
2015-08-04,132719.0
2015-08-03,118560.0
2015-08-02,98976.0
2015-08-01,163175.0
2015-07-31,133640.0
2015-07-30,133697.0
2015-07-29,136195.0
2015-07-28,117412.0
2015-07-27,111331.0
2015-07-26,89650.0
2015-07-25,106038.0
2015-07-24,109852.0
2015-07-23,111582.0
2015-07-22,147520.0
2015-07-21,123367.0
2015-07-20,112440.0
2015-07-19,134643.0
2015-07-18,120617.0
2015-07-17,118048.0
2015-07-16,113812.0
2015-07-15,122340.0
2015-07-14,119707.0
2015-07-13,176542.0
2015-07-12,204729.0
2015-07-11,171652.0
2015-07-10,214487.0
2015-07-09,187202.0
2015-07-08,200420.0
2015-07-07,201921.0
2015-07-06,151741.0
2015-07-05,101714.0
2015-07-04,114310.0
2015-07-03,138811.0
2015-07-02,135567.0
2015-07-01,150917.0
2015-06-30,149003.0
2015-06-29,117119.0
2015-06-28,97690.0
2015-06-27,108876.0
2015-06-26,115640.0
2015-06-25,113329.0
2015-06-24,114471.0
2015-06-23,128795.0
2015-06-22,111788.0
2015-06-21,91203.0
2015-06-20,114779.0
2015-06-19,125430.0
2015-06-18,122001.0
2015-06-17,133747.0
2015-06-16,124094.0
2015-06-15,122279.0
2015-06-14,100512.0
2015-06-13,112813.0
2015-06-12,125022.0
2015-06-11,125147.0
2015-06-10,133064.0
2015-06-09,115633.0
2015-06-08,94037.0
2015-06-07,88440.0
2015-06-06,102005.0
2015-06-05,109700.0
2015-06-04,123893.0
2015-06-03,125399.0
2015-06-02,133489.0
2015-06-01,116959.0
2015-05-31,96037.0
2015-05-30,132907.0
2015-05-29,123148.0
2015-05-28,109786.0
2015-05-27,108558.0
2015-05-26,106971.0
2015-05-25,105519.0
2015-05-24,87996.0
2015-05-23,92674.0
2015-05-22,100591.0
2015-05-21,99962.0
2015-05-20,107683.0
2015-05-19,106503.0
2015-05-18,97915.0
2015-05-17,85578.0
2015-05-16,93025.0
2015-05-15,107882.0
2015-05-14,101228.0
2015-05-13,108615.0
2015-05-12,114424.0
2015-05-11,102966.0
2015-05-10,90054.0
2015-05-09,98717.0
2015-05-08,108365.0
2015-05-07,113420.0
2015-05-06,113496.0
2015-05-05,114171.0
2015-05-04,94120.0
2015-05-03,86037.0
2015-05-02,96416.0
2015-05-01,105236.0
2015-04-30,114070.0
2015-04-29,116989.0
2015-04-28,112434.0
2015-04-27,109382.0
2015-04-26,93761.0
2015-04-25,100790.0
2015-04-24,110568.0
2015-04-23,107241.0
2015-04-22,113657.0
2015-04-21,114061.0
2015-04-20,115128.0
2015-04-19,86313.0
2015-04-18,100484.0
2015-04-17,102089.0
2015-04-16,104063.0
2015-04-15,105461.0
2015-04-14,113372.0
2015-04-13,105282.0
2015-04-12,88884.0
2015-04-11,103454.0
2015-04-10,114091.0
2015-04-09,117822.0
2015-04-08,108047.0
2015-04-07,111786.0
2015-04-06,100949.0
2015-04-05,94048.0
2015-04-04,94152.0
2015-04-03,103760.0
2015-04-02,115686.0
2015-04-01,126590.0
2015-03-31,105294.0
2015-03-30,102105.0
2015-03-29,87456.0
2015-03-28,90053.0
2015-03-27,106302.0
2015-03-26,98391.0
2015-03-25,93930.0
2015-03-24,96397.0
2015-03-23,106330.0
2015-03-22,84331.0
2015-03-21,100458.0
2015-03-20,103109.0
2015-03-19,102414.0
2015-03-18,102985.0
2015-03-17,104238.0
2015-03-16,97794.0
2015-03-15,84477.0
2015-03-14,88828.0
2015-03-13,96745.0
2015-03-12,97654.0
2015-03-11,102856.0
2015-03-10,112347.0
2015-03-09,96449.0
2015-03-08,86526.0
2015-03-07,94270.0
2015-03-06,96367.0
2015-03-05,96611.0
2015-03-04,104846.0
2015-03-03,109142.0
2015-03-02,102935.0
2015-03-01,86274.0
2015-02-28,90259.0
2015-02-27,103395.0
2015-02-26,101348.0
2015-02-25,104785.0
2015-02-24,104463.0
2015-02-23,96936.0
2015-02-22,86028.0
2015-02-21,92541.0
2015-02-20,96709.0
2015-02-19,96005.0
2015-02-18,104555.0
2015-02-17,98899.0
2015-02-16,103339.0
2015-02-15,85355.0
2015-02-14,107004.0
2015-02-13,107390.0
2015-02-12,93868.0
2015-02-11,98701.0
2015-02-10,103551.0
2015-02-09,95860.0
2015-02-08,82716.0
2015-02-07,86207.0
2015-02-06,83440.0
2015-02-05,90028.0
2015-02-04,89353.0
2015-02-03,93499.0
2015-02-02,83230.0
2015-02-01,79193.0
2015-01-31,83762.0
2015-01-30,86360.0
2015-01-29,88519.0
2015-01-28,89287.0
2015-01-27,99035.0
2015-01-26,105423.0
2015-01-25,82358.0
2015-01-24,89630.0
2015-01-23,87217.0
2015-01-22,94979.0
2015-01-21,100251.0
2015-01-20,98890.0
2015-01-19,94096.0
2015-01-18,87047.0
2015-01-17,89839.0
2015-01-16,112530.0
2015-01-15,115787.0
2015-01-14,104481.0
2015-01-13,99090.0
2015-01-12,98185.0
2015-01-11,93957.0
2015-01-10,105895.0
2015-01-09,105211.0
2015-01-08,99126.0
2015-01-07,92912.0
2015-01-06,87160.0
2015-01-05,93753.0
2015-01-04,85570.0
2015-01-03,82832.0
2015-01-02,72234.0
2015-01-01,58963.0
